title,author,venue_name,publish_date,url,code,crawl_timestamp
Robustness of Prompting: Enhancing Robustness of Large Language Models Against Prompting Attacks,"Lin Mu, Guowei Chu, Li Ni, Lei Sang, Zhize Wu, Peiquan Jin, Yiwen Zhang",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.03627"" target=""_blank"">2506.03627</a>",,2025-12-03 22:39:25
DiffCAP: Diffusion-based Cumulative Adversarial Purification for Vision Language Models,"Jia Fu, Yongtao Wu, Yihang Chen, Kunyu Peng, Xiao Zhang, Volkan Cevher, Sepideh Pashami, Anders Holst",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.03933"" target=""_blank"">2506.03933</a>",,2025-12-03 22:39:25
Coordinated Robustness Evaluation Framework for Vision-Language Models,"Ashwin Ramesh Babu, Sajad Mousavi, Vineet Gundecha, Sahand Ghorbanpour, Avisek Naug, Antonio Guillen, Ricardo Luna Gutierrez, Soumyendu Sarkar",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05429"" target=""_blank"">2506.05429</a>",,2025-12-03 22:39:25
Through the Stealth Lens: Rethinking Attacks and Defenses in RAG,"Sarthak Choudhary, Nils Palumbo, Ashish Hooda, Krishnamurthy Dj Dvijotham, Somesh Jha",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04390"" target=""_blank"">2506.04390</a>",,2025-12-03 22:39:25
Privacy and Security Threat for OpenAI GPTs,"Wei Wenying, Zhao Kaifa, Xue Lei, Fan Ming",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04036"" target=""_blank"">2506.04036</a>",,2025-12-03 22:39:25
BESA: Boosting Encoder Stealing Attack with Perturbation Recovery,"Xuhao Ren, Haotian Liang, Yajie Wang, Chuan Zhang, Zehui Xiong, Liehuang Zhu",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04556"" target=""_blank"">2506.04556</a>",,2025-12-03 22:39:25
PRJ: Perception-Retrieval-Judgement for Generated Images,"Qiang Fu, Zonglei Jing, Zonghao Ying, Xiaoqian Li",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.03683"" target=""_blank"">2506.03683</a>",,2025-12-03 22:39:25
Tournament Robustness via Redundancy,"Klim Efremenko, Hendrik Molter, Meirav Zehavi",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.03701"" target=""_blank"">2506.03701</a>",,2025-12-03 22:39:25
How stealthy is stealthy? Studying the Efficacy of Black-Box Adversarial Attacks in the Real World,"Francesco Panebianco, Mario D'Onghia, Stefano Zanero aand Michele Carminati",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05382"" target=""_blank"">2506.05382</a>",,2025-12-03 22:39:25
Dynamic Epsilon Scheduling: A Multi-Factor Adaptive Perturbation Budget for Adversarial Training,"Alan Mitkiy, James Smith, Hana Satou, Hiroshi Tanaka, Emily Johnson, F Monkey",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04263"" target=""_blank"">2506.04263</a>",,2025-12-03 22:39:25
Tarallo: Evading Behavioral Malware Detectors in the Problem Space,"Gabriele Digregorio, Salvatore Maccarrone, Mario D'Onghia, Luigi Gallo, Michele Carminati, Mario Polino, Stefano Zanero",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.02660"" target=""_blank"">2506.02660</a>",,2025-12-03 22:39:25
Privacy Leaks by Adversaries: Adversarial Iterations for Membership Inference Attack,"Jing Xue, Zhishen Sun, Haishan Ye, Luo Luo, Xiangyu Chang, Ivor Tsang, Guang Dai",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.02711"" target=""_blank"">2506.02711</a>",,2025-12-03 22:39:25
Fool the Stoplight: Realistic Adversarial Patch Attacks on Traffic Light Detectors,"Svetlana Pavlitska, Jamie Robb, Nikolai Polley, Melih Yazgan, J. Marius Zöllner",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04823"" target=""_blank"">2506.04823</a>","<a href=""https://github.com/KASTEL-MobilityLab/attacks-on-traffic-light-detection"" target=""_blank"">KASTEL-MobilityLab</a>",2025-12-03 22:39:25
Identifying and Understanding Cross-Class Features in Adversarial Training,"Zeming Wei, Yiwen Guo, Yisen Wang",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05032"" target=""_blank"">2506.05032</a>","<a href=""https://github.com/PKU-ML/Cross-Class-Features-AT"" target=""_blank"">PKU-ML</a>",2025-12-03 22:39:25
Sylva: Tailoring Personalized Adversarial Defense in Pre-trained Models via Collaborative Fine-tuning,"Tianyu Qi, Lei Xue, Yufeng Zhan, Xiaobo Ma",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05402"" target=""_blank"">2506.05402</a>",,2025-12-03 22:39:25
What Really is a Member? Discrediting Membership Inference via Poisoning,"Neal Mangaokar, Ashish Hooda, Zhuohang Li, Bradley A. Malin, Kassem Fawaz, Somesh Jha, Atul Prakash, Amrita Roy Chowdhury",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06003"" target=""_blank"">2506.06003</a>",,2025-12-03 22:39:25
Securing Traffic Sign Recognition Systems in Autonomous Vehicles,"Thushari Hapuarachchi, Long Dang, Kaiqi Xiong",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06563"" target=""_blank"">2506.06563</a>",,2025-12-03 22:39:25
Quantifying Adversarial Uncertainty in Evidential Deep Learning using Conflict Resolution,"Charmaine Barker, Daniel Bethell, Simos Gerasimou",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05937"" target=""_blank"">2506.05937</a>",,2025-12-03 22:39:25
SDN-Based False Data Detection With Its Mitigation and Machine Learning Robustness for In-Vehicle Networks,"Long Dang, Thushari Hapuarachchi, Kaiqi Xiong, Yi Li",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06556"" target=""_blank"">2506.06556</a>",,2025-12-03 22:39:25
Joint-GCG: Unified Gradient-Based Poisoning Attacks on Retrieval-Augmented Generation Systems,"Haowei Wang, Rupeng Zhang, Junjie Wang, Mingyang Li, Yuekai Huang, Dandan Wang, Qing Wang",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06151"" target=""_blank"">2506.06151</a>","<a href=""https://github.com/NicerWang/Joint-GCG"" target=""_blank"">NicerWang</a>",2025-12-03 22:39:25
To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,"Zhilong Wang, Neha Nagaraja, Lan Zhang, Hayretdin Bahsi, Pawan Patil, Peng Liu",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05739"" target=""_blank"">2506.05739</a>",,2025-12-03 22:39:25
SATversary: Adversarial Attacks on Satellite Fingerprinting,"Joshua Smailes, Sebastian Köhler, Simon Birnbach, Martin Strohmeier, Ivan Martinovic",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06119"" target=""_blank"">2506.06119</a>",,2025-12-03 22:39:25
Simple Yet Effective: Extracting Private Data Across Clients in Federated Fine-Tuning of Large Language Models,"Yingqi Hu, Zhuo Zhang, Jingyuan Zhang, Lizhen Qu, Zenglin Xu",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06060"" target=""_blank"">2506.06060</a>",,2025-12-03 22:39:25
Sample-Specific Noise Injection For Diffusion-Based Adversarial Purification,"Yuhao Sun, Jiacheng Zhang, Zesheng Ye, Chaowei Xiao, Feng Liu",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06027"" target=""_blank"">2506.06027</a>","<a href=""https://github.com/tmlr-group/SSNI"" target=""_blank"">tmlr-group</a>",2025-12-03 22:39:25
Stealix: Model Stealing via Prompt Evolution,"Zhixiong Zhuang, Hui-Po Wang, Maria-Irina Nicolae, Mario Fritz",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05867"" target=""_blank"">2506.05867</a>",,2025-12-03 22:39:25
Robustness as Architecture: Designing IQA Models to Withstand Adversarial Perturbations,"Igor Meleshin, Anna Chistyakova, Anastasia Antsiferova, Dmitriy Vatolin",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04951"" target=""_blank"">2506.04951</a>",,2025-12-03 22:39:25
A Systematic Review of Poisoning Attacks Against Large Language Models,"Neil Fendley, Edward W. Staley, Joshua Carney, William Redman, Marie Chau, Nathan Drenkow",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06518"" target=""_blank"">2506.06518</a>",,2025-12-03 22:39:25
Robust Learnability of Sample-Compressible Distributions under Noisy or Adversarial Perturbations,"Arefe Boushehrian, Amir Najafi",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06613"" target=""_blank"">2506.06613</a>",,2025-12-03 22:39:25
Adapting Under Fire: Multi-Agent Reinforcement Learning for Adversarial Drift in Network Security,"Emilia Rivas, Sabrina Saika, Ahtesham Bakht, Aritran Piplai, Nathaniel D. Bastian, Ankit Shah",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06565"" target=""_blank"">2506.06565</a>",,2025-12-03 22:39:25
Cyber Security of Sensor Systems for State Sequence Estimation: an AI Approach,"Xubin Fang, Rick S. Blum, Ramesh Bharadwaj, Brian M. Sadler",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06572"" target=""_blank"">2506.06572</a>",,2025-12-03 22:39:25
Explainer-guided Targeted Adversarial Attacks against Binary Code Similarity Detection Models,"Mingjie Zhejiang University Chen, Tiancheng Huazhong University of Science and Technology Zhu, Mingxue The State Key Laboratory of Blockchain and Data Security, Zhejiang University & Hangzhou High-Tech Zone Zhang, Yiling University College London He, Minghao University of Southern California Lin, Penghui Columbia University Li, Kui The State Key Laboratory of Blockchain and Data Security, Zhejiang University Ren",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05430"" target=""_blank"">2506.05430</a>",,2025-12-03 22:39:25
Exploring Adversarial Watermarking in Transformer-Based Models: Transferability and Robustness Against Defense Mechanism for Medical Images,"Rifat Sadik, Tanvir Rahman, Arpan Bhattacharjee, Bikash Chandra Halder, Ismail Hossain",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06389"" target=""_blank"">2506.06389</a>",,2025-12-03 22:39:25
SRD: Reinforcement-Learned Semantic Perturbation for Backdoor Defense in VLMs,"Shuhan Xu, Siyuan Liang, Hongling Zheng, Yong Luo, Aishan Liu, Dacheng Tao",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.04743"" target=""_blank"">2506.04743</a>",,2025-12-03 22:39:25
Efficient Robust Conformal Prediction via Lipschitz-Bounded Networks,"Thomas IRIT, DTIPG - SNCF, UT3 Massena, Léo IMT, DTIPG - SNCF, UT3 andéol, Thibaut IRIT, UT3 Boissin, Franck IRIT, UT3 Mamalet, Corentin IRIT, UT3 Friedrich, Mathieu IRIT, UT3 Serrurier, Sébastien IMT Gerchinovitz",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05434"" target=""_blank"">2506.05434</a>",,2025-12-03 22:39:25
On the Robustness of Tabular Foundation Models: Test-Time Attacks and In-Context Defenses,"Mohamed Djilani, Thibault Simonetto, Karim Tit, Florian Tambon, Paul Récamier, Salah Ghamizi, Maxime Cordy, Mike Papadakis",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.02978"" target=""_blank"">2506.02978</a>",,2025-12-03 22:39:25
Attacking Attention of Foundation Models Disrupts Downstream Tasks,"Hondamunige Prasanna Silva, Federico Becattini, Lorenzo Seidenari",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.05394"" target=""_blank"">2506.05394</a>","<a href=""https://github.com/HondamunigePrasannaSilva/attack-attention"" target=""_blank"">HondamunigePrasannaSilva</a>",2025-12-03 22:39:25
Fuse and Federate: Enhancing EV Charging Station Security with Multimodal Fusion and Federated Learning,"Rabah Rahal, Abdelaziz Amara Korba, Yacine Ghamri-Doudane",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.06730"" target=""_blank"">2506.06730</a>",,2025-12-03 22:39:25
"Doppelg\""anger Method: Breaking Role Consistency in LLM Agent via Prompt-based Transferable Adversarial Attack","Daewon Kang, YeongHwan Shin, Doyeon Kim, Kyu-Hwan Jung, Meong Hi Son",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.14539"" target=""_blank"">2506.14539</a>",,2025-12-03 22:39:25
Con Instruction: Universal Jailbreaking of Multimodal Large Language Models via Non-Textual Modalities,"Jiahui Geng, Thy Thy Tran, Preslav Nakov, Iryna Gurevych",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.00548"" target=""_blank"">2506.00548</a>",,2025-12-03 22:39:25
SafeGenes: Evaluating the Adversarial Robustness of Genomic Foundation Models,"Huixin Zhan, Jason H. Moore",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.00821"" target=""_blank"">2506.00821</a>",,2025-12-03 22:39:25
SafeTy Reasoning Elicitation Alignment for Multi-Turn Dialogues,"Martin Kuo, Jianyi Zhang, Aolin Ding, Louis DiValentin, Amin Hass, Benjamin F Morris, Isaac Jacobson, Randolph Linderman, James Kiessling, Nicolas Ramos, Bhavna Gopal, Maziyar Baran Pouyan, Changwei Liu, Hai Li, Yiran Chen",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.00668"" target=""_blank"">2506.00668</a>",,2025-12-03 22:39:25
Monitoring Robustness and Individual Fairness,"Ashutosh Gupta, Thomas A. Henzinger, Konstantin Kueffner, Kaushik Mallik, David Pape",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.00496"" target=""_blank"">2506.00496</a>",,2025-12-03 22:39:25
RARE: Retrieval-Aware Robustness Evaluation for Retrieval-Augmented Generation Systems,"Yixiao Zeng, Tianyu Cao, Danqing Wang, Xinran Zhao, Zimeng Qiu, Morteza Ziyadi, Tongshuang Wu, Lei Li",arXiv,2025-06,"<a href=""http://arxiv.org/abs/2506.00789"" target=""_blank"">2506.00789</a>",,2025-12-03 22:39:25
