title,author,venue_name,publish_date,url,code,crawl_timestamp
&lt;p&gt;Serverless Computing: A Comprehensive Analysis of Infrastructure Abstraction in Modern Cloud Computing&lt;/p&gt; &lt;br&gt;,Venkata Nagendra kundavaram,"<ul><li><span style=""color:#FF5733;"">SSRN Electronic Journal</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-01</span></li>","<ul><li><a href=""https://doi.org/10.2139/ssrn.5263913"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:09
&lt;sc&gt;SymbexNet&lt;/sc&gt;: Testing Network Protocol Implementations with Symbolic Execution and Rule-Based Specifications,"JaeSeung Song, Cristian Cadar, Peter Pietzuch","<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Software Engineering</span></li></ul>","<li><span style=""color:#FF5733;"">2014-05-14</span></li>","<ul><li><a href=""https://doi.org/10.1109/tse.2014.2323977"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:35
&lt;title&gt;Generic architecture for live video transmission&lt;/title&gt;,"Sonia Manhart, Andreas Kampa","<ul><li><span style=""color:#FF5733;"">Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE</span></li></ul>","<li><span style=""color:#FF5733;"">1998-09-16</span></li>","<ul><li><a href=""https://doi.org/10.1117/12.321899"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:12
&lt;title&gt;Serverless IP multicast (SLIM) in stub IP/ATM networks&lt;/title&gt;,"Hyogon Kim, C. Graff, M. Bereschinsky, Sea Levine","<ul><li><span style=""color:#FF5733;"">Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE</span></li></ul>","<li><span style=""color:#FF5733;"">1998-12-16</span></li>","<ul><li><a href=""https://doi.org/10.1117/12.333724"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:43
"&quot;Containerization, microservices and serverless cloud computing: Modeling and simulation&quot;","Georgios L. Stavrinides, Helen D. Karatza","<ul><li><span style=""color:#FF5733;"">Simul. Model. Pract. Theory</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1016/j.simpat.2022.102551"" target=""_blank"" style=""color:#FF5733;"">[DBLP]</a></li></ul>",,2025-07-17 17:17:20
(Research) Insights for Serverless Application Engineering,"Jeffrey C. Carver, Birgit Penzenstadler, Joel Scheuner, Miroslaw Staron","<ul><li><span style=""color:#FF5733;"">IEEE Software</span></li></ul>","<li><span style=""color:#FF5733;"">2020-12-23</span></li>","<ul><li><a href=""https://doi.org/10.1109/ms.2020.3028659"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 17:17:20
- A graphical compendium,,"<ul><li><span style=""color:#FF5733;"">Chapman and Hall/CRC eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2014-06-18</span></li>","<ul><li><a href=""https://doi.org/10.1201/b17117-13"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:50
.NET Applications and Tools,Christian Nagel,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2018-04-17</span></li>","<ul><li><a href=""https://doi.org/10.1002/9781119549147.ch1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:39
.NET Developer's Guide to Augmented Reality in iOS,Lee Englestone,"<ul><li><span style=""color:#FF5733;"">Apress eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2021-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1007/978-1-4842-6770-7"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:19
0.01 Cent per Second: Developing a Cloud-based Cost-effective Audio Transcription System for an Online Video Learning Platform,"Nut Pinyo, Panya Lokaphadhana, Pipat Saengow, Saenyakorn Siangsanoh, Thanapoom Wonnaparhown, Ekapol Chuangsuwanich, Proadpran Punyabukkana, Atiwong Suchato","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-06-28</span></li>","<ul><li><a href=""https://doi.org/10.1109/jcsse58229.2023.10201942"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:19
1. Introduction,"Ömer Bulakçı, Mikko A. Uusitalo, Patrik Rugeland, Marco Gramaglia, Xi Li, Mauro Boldi, Anastasius Gavras","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1561/9781638282396.ch1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:47
1.3 CLOUD | Multi-Cloud-Sicherheit,Bernd Mährlein,"<ul><li><span style=""color:#FF5733;"">Digitale Welt</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-17</span></li>","<ul><li><a href=""https://doi.org/10.1007/s42354-022-0442-0"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:44
1.3 CLOUD | Sichere Cloud dank zertifiziertem Schutz,Alexander Häußler,"<ul><li><span style=""color:#FF5733;"">Digitale Welt</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-17</span></li>","<ul><li><a href=""https://doi.org/10.1007/s42354-022-0443-z"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:47
11 Government Compliance Strategies for Web-Driven Data Fabric,"Aditya Saini, Amit Kumar Yadav, Vinny Sharma, Manjeet Kumar, Dhananjay Kumar, Divya Bajpai Tripathy","<ul><li><span style=""color:#FF5733;"">De Gruyter eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2023-05-08</span></li>","<ul><li><a href=""https://doi.org/10.1515/9783111000886-011"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:21
11 things about Securing Microservice,Yuvaraj Madheswaran,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-18</span></li>","<ul><li><a href=""https://doi.org/10.1109/secdev56634.2023.00019"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:21
12 Microservice und Serverless-Architekturen,,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-08</span></li>","<ul><li><a href=""https://doi.org/10.3139/9783446479258.012"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:28
12th International Workshop on Load Testing and Benchmarking of Software Systems: LTB'24 Chairs' Welcome,"Marios Fokaefs, Filipe Oliveira, Naser Ezzati‐Jivan","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2024-05-07</span></li>","<ul><li><a href=""https://doi.org/10.1145/3629527.3651437"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:21
1st IEEE workshop on serverless computing frameworks and services (SWoSC 2019) Message from the Workshop Chairs,Meng F.,"<ul><li><span style=""color:#FF5733;"">Proceedings 2019 IEEE World Congress on Services Services 2019</span></li></ul>","<li><span style=""color:#FF5733;"">2019-07-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/SERVICES.2019.00053"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 15:57:10
2020 Index IEEE Transactions on Computational Social Systems Vol. 7,,"<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Computational Social Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2020-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/tcss.2021.3054444"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:36
2021 Index IEEE Journal on Selected Areas in Communications Vol. 39,,"<ul><li><span style=""color:#FF5733;"">IEEE Journal on Selected Areas in Communications</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/jsac.2021.3132125"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
2021 Index IEEE Networking Letters Vol. 3,,"<ul><li><span style=""color:#FF5733;"">IEEE Networking Letters</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/lnet.2022.3162898"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:44
2021 Index IEEE Transactions on Parallel and Distributed Systems Vol. 32,,"<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Parallel and Distributed Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2021-08-30</span></li>","<ul><li><a href=""https://doi.org/10.1109/tpds.2021.3107121"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
"2022 Design, Automation &amp; Test in Europe Conference &amp; Exhibition (DATE)",,"<ul><li><span style=""color:#FF5733;"">Design, Automation & Test in Europe Conference & Exhibition (DATE), 2015</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-01</span></li>","<ul><li><a href=""https://doi.org/10.23919/date54114.2022"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
2023 33<sup>rd</sup> International Telecommunication Networks and Applications Conference (ITNAC),,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-29</span></li>","<ul><li><a href=""https://doi.org/10.1109/itnac59571.2023.10368479"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
2023 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),,"<ul><li><span style=""color:#FF5733;"">2021 IEEE International Conference on Blockchain and Cryptocurrency (ICBC)</span></li></ul>","<li><span style=""color:#FF5733;"">2023-05-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/icbc56567.2023.10174869"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:09
21st Century Technical Infrastructure for Digital Preservation,Nathan Tallman,"<ul><li><span style=""color:#FF5733;"">Information Technology and Libraries</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-20</span></li>","<ul><li><a href=""https://doi.org/10.6017/ital.v40i4.13355"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:41
3D human model creation on a serverless environment,"Peter Fasogbon, Yu You, Emre Aksu","<ul><li><span style=""color:#FF5733;"">2022 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)</span></li></ul>","<li><span style=""color:#FF5733;"">2020-11-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/ismar-adjunct51615.2020.00044"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 17:17:20
3GC: A Deadline-Aware and Energy-Efficient Resource Allocation Scheme for Serverless Edge Computing,"Zouhir Bellal, Laaziz Lahlou, Nadjia Kara, Timothy Murphy, Tien Dzung Nguyen","<ul><li><span style=""color:#FF5733;"">Proceedings IEEE Consumer Communications and Networking Conference Ccnc</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/CCNC54725.2025.10976019"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 17:17:20
3rd Workshop on Hot Topics in Cloud Computing Performance (HotCloudPerf'20),"Alexandru Uta, Dmitry Duplyakin, Cristina L. Abad, Nikolas Herbst, Alexandru Iosup","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2020-04-20</span></li>","<ul><li><a href=""https://doi.org/10.1145/3358960.3383768"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:36
4-dimensional Model for Describing Status of Peers in Peer-to-Peer Distributed Systems,Seyedeh Leili Mirtaheri,"<ul><li><span style=""color:#FF5733;"">TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES</span></li></ul>","<li><span style=""color:#FF5733;"">2013-01-01</span></li>","<ul><li><a href=""https://doi.org/10.3906/elk-1108-27"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:54
5G Adaptation and Serverless Computing Connected for Electric Vehicles,"B. Neeraja, Darshan Pradeep Pandit, Nagamani Molakatala, Kalpana Chittor S., Ankita Tiwari","<ul><li><span style=""color:#FF5733;"">Advances in mechatronics and mechanical engineering (AMME) book series</span></li></ul>","<li><span style=""color:#FF5733;"">2024-07-26</span></li>","<ul><li><a href=""https://doi.org/10.4018/979-8-3693-4314-2.ch001"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 16:01:36
5G Network Slice Isolation,"Stan Wong, Bin Han, Hans D. Schotten","<ul><li><span style=""color:#FF5733;"">Network</span></li></ul>","<li><span style=""color:#FF5733;"">2022-03-08</span></li>","<ul><li><a href=""https://doi.org/10.3390/network2010011"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:56
5G Performance Testing of Mobile Chatbot Applications,"Vaios Koumaras, Andreas Foteas, Angeliki Papaioannou, Marianna Kapari, Christos Sakkas, Harilaos Koumaras","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2018-09-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/camad.2018.8515004"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:57
5G shortcomings and Beyond-5G/6G requirements,"Meroua Moussaoui, E. Bertin, Noël Crespi","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2022-07-06</span></li>","<ul><li><a href=""https://doi.org/10.1109/6gnet54646.2022.9830439"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:53
"5G support for Industrial IoT Applications— Challenges, Solutions, and Research gaps","Pál Varga, József Pető, Attila Frankó, David Balla, Dávid Haja, Ferenc Nandor Janky, Gábor Soós, Dániel Ficzere, Markosz Maliosz, László Toka","<ul><li><span style=""color:#FF5733;"">Sensors</span></li></ul>","<li><span style=""color:#FF5733;"">2020-02-04</span></li>","<ul><li><a href=""https://doi.org/10.3390/s20030828"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:39
5G-Enabled Cyber-Physical Systems for Smart Transportation Using Blockchain Technology,"Anand Singh Rajawat, S. B. Goyal, Pradeep Bedi, Chaman Verma, Eusebiu Ilarian Ionete, Maria Simona Răboacă","<ul><li><span style=""color:#FF5733;"">Mathematics</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-29</span></li>","<ul><li><a href=""https://doi.org/10.3390/math11030679"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:56
5V’s of Big Data Shifted to Suite the Context of Software Code: Big Code for Big Software Projects,"Linda Susan Amos, Eng. Tirivangani Magadza","<ul><li><span style=""color:#FF5733;"">Journal of Artificial Intelligence and Big Data</span></li></ul>","<li><span style=""color:#FF5733;"">2024-02-15</span></li>","<ul><li><a href=""https://doi.org/10.31586/jaibd.2024.911"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:36
6DMG,"Mingyu Chen, Ghassan AlRegib, Biing‐Hwang Juang","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2012-02-22</span></li>","<ul><li><a href=""https://doi.org/10.1145/2155555.2155569"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:03
6G Architecture to Connect the Worlds,"Volker Ziegler, Harish Viswanathan, Hannu Flinck, Marco Hoffmann, Vilho Räisänen, Kimmo Hätönen","<ul><li><span style=""color:#FF5733;"">IEEE Access</span></li></ul>","<li><span style=""color:#FF5733;"">2020-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/access.2020.3025032"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:24
"6G Vision, Value, Use Cases and Technologies From European 6G Flagship Project Hexa-X","Mikko A. Uusitalo, Patrik Rugeland, Mauro Boldi, Emilio Calvanese Strinati, Panagiotis Demestichas, M. Ericson, Gerhard Fettweis, Miltiadis C. Filippou, Azeddine Gati, Marie‐Hélène Hamon, Marco Hoffmann, Matti Latva‐aho, Aarno Pärssinen, Björn Richerzhagen, Hans D. Schotten, Tommy Svensson, Gustav Wikström, Henk Wymeersch, Volker Ziegler, Yaning Zou","<ul><li><span style=""color:#FF5733;"">IEEE Access</span></li></ul>","<li><span style=""color:#FF5733;"">2021-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/access.2021.3130030"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:00
"6G Wireless Systems: Vision, Requirements, Challenges, Insights, and Opportunities","Harsh Tataria, Mansoor Shafi, Andreas F. Molisch, Mischa Döhler, Henrik Sjöland, Fredrik Tufvesson","<ul><li><span style=""color:#FF5733;"">Proceedings of the IEEE</span></li></ul>","<li><span style=""color:#FF5733;"">2021-03-30</span></li>","<ul><li><a href=""https://doi.org/10.1109/jproc.2021.3061701"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:46
<b>Active disk paxos</b> with infinitely many processes,"Gregory Chockler, Dahlia Malkhi","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2002-07-21</span></li>","<ul><li><a href=""https://doi.org/10.1145/571825.571837"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:14
<b>BatchJobs</b>and<b>BatchExperiments</b>: Abstraction Mechanisms for Using<i>R</i>in Batch Environments,"Bernd Bischl, Michel Lang, Olaf Mersmann, Jörg Rahnenführer, Claus Weihs","<ul><li><span style=""color:#FF5733;"">Journal of Statistical Software</span></li></ul>","<li><span style=""color:#FF5733;"">2015-01-01</span></li>","<ul><li><a href=""https://doi.org/10.18637/jss.v064.i11"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:12
<b>DoubleML</b>: An Object-Oriented Implementation of Double Machine Learning in <i>R</i>,"Philipp Bach, Malte S. Kurz, Victor Chernozhukov, Martin Spindler, Sven Klaaßen","<ul><li><span style=""color:#FF5733;"">Journal of Statistical Software</span></li></ul>","<li><span style=""color:#FF5733;"">2024-01-01</span></li>","<ul><li><a href=""https://doi.org/10.18637/jss.v108.i03"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:19
<b>faaShark</b>: an End-to-End Network Traffic Analysis System atop Serverless Computing,"Hongyu Zhao, Shanxing Pan, Zinuo Cai, Xinglei Chen, Lingxiao Jin, Honghao Gao, Shaohua Wan, Ruhui Ma, Haibing Guan","<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Network Science and Engineering</span></li></ul>","<li><span style=""color:#FF5733;"">2023-07-11</span></li>","<ul><li><a href=""https://doi.org/10.1109/tnse.2023.3294406"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:36
<i>Astrea:</i>Auto-Serverless Analytics Towards Cost-Efficiency and QoS-Awareness,"Jananie Jarachanthan, Li Chen, Fei Xu, Bo Li","<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Parallel and Distributed Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2022-05-03</span></li>","<ul><li><a href=""https://doi.org/10.1109/tpds.2022.3172069"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:27
<i>Computer</i> Highlights Society Magazines,,"<ul><li><span style=""color:#FF5733;"">Computer</span></li></ul>","<li><span style=""color:#FF5733;"">2023-08-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/mc.2023.3272119"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:34
<i>Cushion</i> : A proactive resource provisioning method to mitigate SLO violations for containerized microservices,"Dacheng Zhou, Hongchang Chen, Ke Shang, Guozhen Cheng, Jianpeng Zhang, Hongchao Hu","<ul><li><span style=""color:#FF5733;"">IET Communications</span></li></ul>","<li><span style=""color:#FF5733;"">2022-07-30</span></li>","<ul><li><a href=""https://doi.org/10.1049/cmu2.12464"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:22
<i>EdgeMatrix</i>: A Resource-Redefined Scheduling Framework for SLA-Guaranteed Multi-Tier Edge-Cloud Computing Systems,"Shihao Shen, Yuanming Ren, Yanli Ju, Xiaofei Wang, Wenyu Wang, Victor C. M. Leung","<ul><li><span style=""color:#FF5733;"">IEEE Journal on Selected Areas in Communications</span></li></ul>","<li><span style=""color:#FF5733;"">2022-12-21</span></li>","<ul><li><a href=""https://doi.org/10.1109/jsac.2022.3229444"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:07
<i>FaaSLight</i> : General Application-level Cold-start Latency Optimization for Function-as-a-Service in Serverless Computing,"Xuanzhe Liu, Jinfeng Wen, Zhenpeng Chen, Ding Li, Junkai Chen, Yi Liu, Haoyu Wang, Xin Jin","<ul><li><span style=""color:#FF5733;"">ACM Transactions on Software Engineering and Methodology</span></li></ul>","<li><span style=""color:#FF5733;"">2023-02-22</span></li>","<ul><li><a href=""https://doi.org/10.1145/3585007"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:18
<i>Freyr</i>$^+$:Harvesting Idle Resources in Serverless Computing Via Deep Reinforcement Learning,"Hanfei Yu, Hao Wang","<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Parallel and Distributed Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2024-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/tpds.2024.3462294"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:03
