title,author,venue_name,publish_date,url,code,crawl_timestamp
การวิเคราะห์ความคงทนของตัวแบบการเรียนรู้เชิงลึกต่อการโจมตีแบบพอยซันนิ่งแบบแกนส์ในงานภาพทางการแพทย์,ภาคภูมิ สิงขรภูมิ,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-01</span></li>","<ul><li><a href=""https://doi.org/10.58837/chula.the.2022.960"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:24
2021 Index IEEE Journal on Selected Areas in Communications Vol. 39,,"<ul><li><span style=""color:#FF5733;"">IEEE Journal on Selected Areas in Communications</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/jsac.2021.3132125"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
2021 Index IEEE Transactions on Information Forensics and Security Vol. 16,,"<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Information Forensics and Security</span></li></ul>","<li><span style=""color:#FF5733;"">2021-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/tifs.2022.3143280"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
2022 Index IEEE Transactions on Reliability Vol. 71,,"<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Reliability</span></li></ul>","<li><span style=""color:#FF5733;"">2022-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/tr.2022.3230279"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
2023 Index IEEE Transactions on Circuits and Systems--I: Regular Papers Vol.70,,"<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Circuits and Systems I Regular Papers</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/tcsi.2023.3345968"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A BIC-Based Mixture Model Defense Against Data Poisoning Attacks on Classifiers,"Xi Li, David J. Miller, Zhen Xiang, George Kesidis","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-09-17</span></li>","<ul><li><a href=""https://doi.org/10.1109/mlsp55844.2023.10286008"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Compound Data Poisoning Technique with Significant Adversarial Effects on Transformer-based Text Classification Tasks,"Edmon Begoli, Maria Mahbub, Sudarshan Sriniva, Linsey Passarella","<ul><li><span style=""color:#FF5733;"">Research Square (Research Square)</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-10</span></li>","<ul><li><a href=""https://doi.org/10.21203/rs.3.rs-2443929/v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Comprehensive Survey on Ensemble Learning-Based Intrusion Detection Approaches in Computer Networks,"Thiago José Lucas, Inaê Soares de Figueiredo, Carlos Alexandre Carvalho Tojeiro, Alex Marino Gonçalves de Almeida, Rafał Scherer, José Remo Ferreira Brega, João Paulo Papa, Kelton Augusto Pontara da Costa","<ul><li><span style=""color:#FF5733;"">IEEE Access</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/access.2023.3328535"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Data-Centric Contrastive Embedding Framework for Contextomized Quote Detection,"Seonyeong Song, Jiyoung Han, Kunwoo Park","<ul><li><span style=""color:#FF5733;"">IEEE Access</span></li></ul>","<li><span style=""color:#FF5733;"">2024-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/access.2024.3377227"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>","<ul><li><a href=""https://github.com/ssu-humane/contextomized-quotes-access"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex - ssu-humane]</a></li></ul>",2025-07-18 10:15:22
A Game-Based Multiplayer System for Cyber Security Training and Awareness,Te‐Shun Chou,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-15</span></li>","<ul><li><a href=""https://doi.org/10.18260/1-2-370-38703"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Model for Analyzing the Effectiveness of Moving Target Defense,"Guangsheng Zhao, Xinli Xiong, Huaying Wu","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2018-11-02</span></li>","<ul><li><a href=""https://doi.org/10.1145/3290480.3290496"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Novel Approach For Securing Cloud Using Fog Computing,"K. Prathibha, Pawan Hegde","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2018-08-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/icgciot.2018.8753106"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Novel Data Sanitization Method Based on Dynamic Dataset Partition and Inspection Against Data Poisoning Attacks,"J.S. Lee, Youngho Cho, Richard C. T. Lee, Simon Yuk, Jaepil Youn, Hansol Park, Dongkyoo Shin","<ul><li><span style=""color:#FF5733;"">Electronics</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-18</span></li>","<ul><li><a href=""https://doi.org/10.3390/electronics14020374"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Novel Method to Detect Cyber Attacks in IoT/IIoT Devices on the Modbus Protocol using Deep Learning,"Thierno Gueye, Yanen Wang, Mudassar Rehman, Ray Tahir Mushtaq","<ul><li><span style=""color:#FF5733;"">Research Square (Research Square)</span></li></ul>","<li><span style=""color:#FF5733;"">2022-06-22</span></li>","<ul><li><a href=""https://doi.org/10.21203/rs.3.rs-1762940/v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Privacy-Preserving Testing Framework for Copyright Protection of Deep Learning Models,"Dongying Wei, Dan Wang, Zhiheng Wang, Yingyi Ma","<ul><li><span style=""color:#FF5733;"">Electronics</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-28</span></li>","<ul><li><a href=""https://doi.org/10.3390/electronics13010133"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Reinvent Survey on Machine Learning Attacks,"Chetan Patil, Zuber","<ul><li><span style=""color:#FF5733;"">E3S Web of Conferences</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1051/e3sconf/202345301016"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Review on Blockchain Applications in Operational Technology for Food and Agriculture Critical Infrastructure,"Chengliang Zheng, Xiangzhen Peng, Ziyue Wang, Tianyu Ma, Jiajia Lu, Leiyang Chen, Liang Dong, Long Wang, Xiaohui Cui, Zhidong Shen","<ul><li><span style=""color:#FF5733;"">Foods</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-14</span></li>","<ul><li><a href=""https://doi.org/10.3390/foods14020251"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A SECURITY APPROACH TO MANAGE ORGANIZATIONAL CLOUDS UNDER DOS ATTACK,,"<ul><li><span style=""color:#FF5733;"">International Journal of Latest Trends in Engineering and Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2018-01-01</span></li>","<ul><li><a href=""https://doi.org/10.21172/1.93.28"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A SURVEY ON CHALLENGES OF FEDERATED LEARNING,Samir Aliyev,"<ul><li><span style=""color:#FF5733;"">Azerbaijan Journal of High Performance Computing</span></li></ul>","<li><span style=""color:#FF5733;"">2022-12-31</span></li>","<ul><li><a href=""https://doi.org/10.32010/26166127.2022.5.2.273.285"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Survey of Image Gradient Inversion Against Federated Learning,"Zhaohua Li, Le Wang, Guangyao Chen, Muhammad Shafq, Zhaoquan Gu","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-14</span></li>","<ul><li><a href=""https://doi.org/10.36227/techrxiv.18254723.v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Survey on Artificial Intelligence based Internet of Vehicles utilizing Unmanned Aerial Vehicles,"Syed Ammad Ali Shah, Xavier Fernando, Rasha Kashef","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-14</span></li>","<ul><li><a href=""https://doi.org/10.20944/preprints202312.1096.v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Survey on Privacy Attacks and Defenses in Graph Neural Networks,"Lanhua Luo, Ren Wang, Huasheng Huang, Fengling Wang","<ul><li><span style=""color:#FF5733;"">Information Technology And Control</span></li></ul>","<li><span style=""color:#FF5733;"">2024-12-21</span></li>","<ul><li><a href=""https://doi.org/10.5755/j01.itc.53.4.37737"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A Two-level Classification Method for Attacks on the Network,"Yanyan Li, Zhichun Jia, Qiuyang Han, Xing Xing","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2019-06-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/yac.2019.8787727"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A graph backdoor detection method for data collection scenarios,"Xiaogang Xing, Ming Xu, Yujing Bai, Dongdong Yang","<ul><li><span style=""color:#FF5733;"">Cybersecurity</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-02</span></li>","<ul><li><a href=""https://doi.org/10.1186/s42400-024-00305-w"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
A map-based model-driven testing framework for automated driving systems,Yun Tang,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-01</span></li>","<ul><li><a href=""https://doi.org/10.32657/10356/164257"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
"A top-down survey on securing IoT with machine learning: goals, recent advances and challenges","Sania Iqbal, Shaima Qureshi","<ul><li><span style=""color:#FF5733;"">International Journal of Wireless and Mobile Computing</span></li></ul>","<li><span style=""color:#FF5733;"">2022-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1504/ijwmc.2022.10046719"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
AEGIS,Hitesh Maruti Padekar,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2015-12-01</span></li>","<ul><li><a href=""https://doi.org/10.31979/etd.t26p-n2aw"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
ANDROID MOBILE HACKING USING METASPLOIT,Dr.V. Shanmukha Rao,"<ul><li><span style=""color:#FF5733;"">INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT</span></li></ul>","<li><span style=""color:#FF5733;"">2023-03-16</span></li>","<ul><li><a href=""https://doi.org/10.55041/ijsrem18156"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Abstract,,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-20</span></li>","<ul><li><a href=""https://doi.org/10.1109/sin60469.2023.10474711"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Accepted Papers Abstract,,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-20</span></li>","<ul><li><a href=""https://doi.org/10.1109/sin60469.2023.10475031"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Achieving On-Site Trustworthy AI Implementation in the Construction Industry: A Framework Across the AI Lifecycle,"Lichao Yang, Gary Allen, Zichao Zhang, Yifan Zhao","<ul><li><span style=""color:#FF5733;"">Buildings</span></li></ul>","<li><span style=""color:#FF5733;"">2024-12-25</span></li>","<ul><li><a href=""https://doi.org/10.3390/buildings15010021"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Adversarial Machine Learning Problems: Threats and Attacks,"Revathi Lavanya Baggam, Vandana Kumari, Gowri Wuriti","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-03-23</span></li>","<ul><li><a href=""https://doi.org/10.37285/bsp.sasat2023.31"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Aggregation algorithm based on consensus verification,"Shichao Li, Jiwei Qin","<ul><li><span style=""color:#FF5733;"">Research Square (Research Square)</span></li></ul>","<li><span style=""color:#FF5733;"">2023-08-09</span></li>","<ul><li><a href=""https://doi.org/10.21203/rs.3.rs-2606220/v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
An Empirical Study of the Inherent Resistance of Knowledge Distillation Based Federated Learning to Targeted Poisoning Attacks,"Weiyang He, Zizhen Liu, Chip-Hong Chang","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-14</span></li>","<ul><li><a href=""https://doi.org/10.1109/ats59501.2023.10317993"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
An Evaluation Model for Network Security Based on an Optimized Circular Algorithm,Xingfeng Li,"<ul><li><span style=""color:#FF5733;"">Journal of Cyber Security and Mobility</span></li></ul>","<li><span style=""color:#FF5733;"">2023-08-12</span></li>","<ul><li><a href=""https://doi.org/10.13052/jcsm2245-1439.1255"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
An Experimental Study of Byzantine-Robust Aggregation Schemes in Federated Learning,"Shenghui Li, Cheuk Han Edith Ngai, Thiemo Voigt","<ul><li><span style=""color:#FF5733;"">IEEE Transactions on Big Data</span></li></ul>","<li><span style=""color:#FF5733;"">2022-04-11</span></li>","<ul><li><a href=""https://doi.org/10.36227/techrxiv.19560325.v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Analysis of Privacy Preservation Enhancements in Federated Learning Frameworks,"Zacharias Anastasakis, Stavroula Bourou, T. H. Velivasaki, Artemis Voulkidis, Dimitrios Skias","<ul><li><span style=""color:#FF5733;"">River Publishers eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-13</span></li>","<ul><li><a href=""https://doi.org/10.1201/9781032632407-8"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Artificial General Intelligence (AGI) for Medical Education and Training,Kennedy g Lema,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-27</span></li>","<ul><li><a href=""https://doi.org/10.31730/osf.io/xytzm"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Asynchronous Federated Learning: Methods and applications,Yifan Liu,"<ul><li><span style=""color:#FF5733;"">Applied and Computational Engineering</span></li></ul>","<li><span style=""color:#FF5733;"">2024-02-20</span></li>","<ul><li><a href=""https://doi.org/10.54254/2755-2721/39/20230588"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Attention Mechanism for Attacks and Intrusion Detection,"Angham Alsuhaimi, Jehan Janbi","<ul><li><span style=""color:#FF5733;"">International Journal of Computer Science and Information Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2024-12-28</span></li>","<ul><li><a href=""https://doi.org/10.5121/ijcsit.2024.16601"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
Augmenting Feature Representation with Gradient Penalty for Robust Text Categorization,"Depei Wang, Lianglun Cheng, Zhuowei Wang","<ul><li><span style=""color:#FF5733;"">International Journal of Intelligent Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2023-02-20</span></li>","<ul><li><a href=""https://doi.org/10.1155/2023/7386888"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
"Authentication in a Hyperconnected World: Challenges, Opportunities and Approaches","Christoph Lipps, Jan Herbst, Rekha Reddy, Matthias Rüb, Hans D. Schotten","<ul><li><span style=""color:#FF5733;"">International Conference on Cyber Warfare and Security</span></li></ul>","<li><span style=""color:#FF5733;"">2024-03-21</span></li>","<ul><li><a href=""https://doi.org/10.34190/iccws.19.1.2070"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
"Autonomous System Inference, Trojan, and Adversarial Reprogramming Attack and Defense (Final)","Christopher Spirito, Patience Lamb","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-09-01</span></li>","<ul><li><a href=""https://doi.org/10.2172/2331437"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-18 10:15:22
